price,category,product,isActive
9.97,frios,Petit Suisse Danone Danoninho Morango 480g,TRUE
7.47,frios,Queijo Muçarela (Mussarela) Sulfrios s/ Lactose Ralado 150g,TRUE
7.47,frios,Iogurte Tirol s/ Lactose Salada de Frutas 830g,TRUE
2.97,frios,Bebida Láctea Veneza Frutas 900g,TRUE
1.77,frios,Bebida Láctea Batavo Morango 180g,TRUE
7.97,frios,Composto Alimentar Leco (Margarina/Manteiga) com Sal Pote 200g,TRUE
9.97,frios,Requeijão Tirol Gourmet com Queijo Bisnaga 400g,TRUE
5.97,frios,Iogurte Batavo Morango 500g,TRUE
11.97,frios,Pão de Queijo Forno de Minas Palito sem Glúten Congelado 300g,TRUE
8.99,frios,Isca de Frango Aurora Empanada Congelada 300g,TRUE
22.47,frios,Big Chicken Perdigão Tradicional 1kg,TRUE
3.93,frios,Mortadela Perdigão c/ Gordura 400g,TRUE
6.47,frios,Linguiça Fininha Defumada Sadia 240g,TRUE
5.97,frios,Polenta Palito Lar Congelada 400g,TRUE
8.47,frios,Salsicha Hot Dog Seara 500g,TRUE
2.97,frios,Patê Sadia Galinha 100g,TRUE
11.79,frios,Prato Pronto Lasanha Seara Bolonhesa Congelada 600g,TRUE
2.17,frios,Iogurte Natural Vigor Laranja/Cenoura/Mel 170g,TRUE
5.97,frios,Massa Para Lasanha La Nonna 500g,TRUE
9.57,frios,Bacon D'Italia Fatias 200g,TRUE
9.77,frios,Linguica Tipo Paio Seara 370g,TRUE
9.99,frios,Lasanha Sadia Bolonhesa 600g,TRUE
1.95,frios,Iogurte Danone Danoninho Uva 100g,TRUE
4.97,frios,Requeijão Gran Mestri Light 180g,TRUE
1.97,frios,Iogurte Grego Vigor Flocos Caramelo 100g,TRUE
3.47,frios,Iog.corpus Liquido 170g Morango,TRUE
11.90,frios,Pão de Queijo Forno De Minas Integral s/Lactose 300g,TRUE
6.27,frios,Iogurte Nestlé Ninho Soleil Fruti 250g,TRUE
15.97,frios,Manteiga Gran Mestri c/ Sal s/ Lactose 200g,TRUE
6.97,frios,Iogurte Holandês Coco Light 1L,TRUE
5.97,frios,Nata Lasaroli 300g,TRUE
1.97,frios,Iogurte Grego Vigor Flocos Chocolate Branco 100g,TRUE
13.97,frios,Queijo Prato Veneza Fatiado 400g,TRUE
9.89,frios,Leite Fermentado Yakult 480g Light,TRUE
5.17,frios,Massa Para Pastel La Nonna 500g,TRUE
9.97,frios,Queijo Cottage Verde Campo 200g,TRUE
15.97,frios,Queijo Polenghi Brie Selecion 125g,TRUE
3.65,frios,Massa Para Pastel Pavioli Médio 200g,TRUE
4.97,frios,Iogurte Vigor Mix Morango/Sucrilhos 165g,TRUE
7.99,frios,Iogurte Danone Vitaminas 900g,TRUE
3.67,frios,Iogurte Grego Vigor Pedaços Coco 120g,TRUE
6.97,frios,Iogurte Holandês Natural Light 1kg,TRUE
8.99,frios,Isca de Frango Aurora Tempurá Congelada 300g,TRUE
4.47,frios,Mortadela Perdigão Frango 400g,TRUE
9.97,frios,Requeijão Tirol Cheddar Culinário 400g,TRUE
2.79,frios,Margarina Doriana c/ Sal 250g,TRUE
6.47,frios,Creme Vegetal Becel Sabor Manteiga c/ Sal 500g,TRUE
8.47,frios,Salsicha Hot Dog Longuette Seara 500g,TRUE
6.49,frios,Banha Pamplona 500g,TRUE
7.47,frios,Iogurte Verde Campo Natural Whey Cookies & Cream s/ Lactose 250g (14g de proteínas),TRUE
3.37,frios,Leite Fermentado Activia Aveia 170g,TRUE
5.17,frios,Bebida Láctea Frutirol Coco 830g,TRUE
26.87,frios,Queijo Verde Campo Mini Lacfree (S/ Lactose) 380g,TRUE
8.97,frios,Banha D¿Italia 1kg,TRUE
4.97,frios,Sanduíche Seara Hot Hit Cheddar 145g,TRUE
11.49,frios,Pizza Sadia Frango com Catupiry Congelada 460g,TRUE
6.47,frios,Creme Vegetal Becel c/ Sal 500g,TRUE
2.47,frios,Sobremesa Vigor Chocolate Branco 200g,TRUE
5.47,frios,Petit Suisse Vigor Vigorzinho Chocolate 360g,TRUE
16.97,frios,Queijo Muçarela (Mussarela) Sulfrios s/ Lactose Fatiado 350g,TRUE
5.77,frios,Iogurte Tirol Morango Kon Frutas 500g,TRUE
3.97,frios,Bebida Láctea Batavo Morango c/ Coco 540g,TRUE
14.97,frios,Queijo Minas Light Polenghi 400g,TRUE
12.97,frios,"Torta de Frango Sadia com Massa de Iogurte, Palmito, e Requeijão 500g",TRUE
14.49,frios,Hambúrguer Defumado Perdigão Congelado 672g,TRUE
1.97,frios,Iogurte Grego Vigor Tradicional s/ Lactose 100g,TRUE
14.97,frios,"Batata Palito McCain Congelada 1,5kg",TRUE
9.99,frios,Iogurte Danone Vitamina de Frutas 1350g,TRUE
2.87,frios,Iogurte Nestlé Ninho Soleil Maçã/Banana 170g,TRUE
19.49,frios,Presunto Cru Tipo Italiano Ceratti Fatiado 100g,TRUE
5.97,frios,Massa Para Lasanha Da Boa 500g,TRUE
5.97,frios,Iogurte Grego Yorgus 0% Gordura Natural Sem Lactose 130g,TRUE
5.99,frios,Batata Noisette Sérya Rústica Congelada 400g,TRUE
4.79,frios,Queijo Polenguinho Cheddar 68g,TRUE
7.47,frios,Iogurte Tirol Salada de Frutas Diet 830g,TRUE
4.47,frios,Sanduíche Hot Pocket Sadia X-Bacon 145g,TRUE
11.79,frios,Lasanha Seara Frango 600g,TRUE
11.49,frios,Pizza Sadia Marguerita 460g,TRUE
5.97,frios,Requeijão Tirol Zero Lactose 180g,TRUE
7.67,frios,Iogurte Vigor Morango 900g,TRUE
4.97,frios,Bebida Láctea Fibrallis Aveia 1L,TRUE
7.49,frios,Rosquinha de Polvilho Mandiok 500g,TRUE
9.97,frios,Manteiga Aviação sem Sal Tablete 200g,TRUE
9.99,frios,Lasanha Sadia Quatro Queijos 600g,TRUE
17.12,frios,Queijo Coalho Crioulo Tradicional 360g,TRUE
8.97,frios,Leite Fermentado Yakult 40 480g,TRUE
4.97,frios,Iogurte Danone Danio Morango 125g,TRUE
9.49,frios,Anéis de Cebola Empanada Lar 400g,TRUE
4.97,frios,Bebida Láctea Fibrallis Quinoa/Linhaça 1L,TRUE
2.47,frios,Iogurte Grego Danone Frutas Vermelhas 100g,TRUE
1.93,frios,Iogurte Verde Campo s/ Lactose Morango 170g,TRUE
10.47,frios,Manteiga Crioulo c/ Sal Pote 200g,TRUE
4.47,frios,Margarina Delicia Cremosa s/ Sal 500g,TRUE
14.97,frios,Pao Queijo Catupiry 390g Requeijao,TRUE
11.49,frios,Pizza Sadia Muçarela (Mussarela) Congelada 440g,TRUE
1.97,frios,Iogurte Vigor Vitamina de Frutas 180g,TRUE
7.90,frios,Leite Fermentado Nestlé Chamyto 720g,TRUE
4.97,frios,Sanduíche Seara Hot Hit Barbecue 145g,TRUE
12.97,frios,Manteiga Aviação com Sal Lata 200g,TRUE
11.79,frios,Lasanha Seara Calabresa 600g,TRUE
3.97,frios,Bebida Láctea Batavo Morango 540g,TRUE
9.99,frios,Leite Fermentado Activia Aveia 1000g,TRUE
5.97,frios,Prato Pronto Seara Menu Gourmet Fettucine Bolonhesa 350g,TRUE
9.99,frios,Lasanha Sadia Peito de Peru 600g,TRUE
14.97,frios,Queijo Brie Vermont 125g,TRUE
7.97,frios,Requeijao Danubio 220g Light,TRUE
3.97,frios,Creme Tirolez 200g Ricota Light,TRUE
11.97,frios,Queijo Prato Fatiado 400g Lasaroli,TRUE
2.57,frios,Iogurte Danone Morango 170g,TRUE
11.97,frios,Massa Para Pizza Aminna Sem Glúten e Sem Lactose 240g,TRUE
5.97,frios,Sobremesa Danone Danette Chocolate 180g,TRUE
1.97,frios,Iogurte Vigor Batido 180g,TRUE
2.29,frios,Patê Seara Peito de Peru 100g,TRUE
7.97,frios,Composto Alimentar Vigor Mix (Margarina/Manteiga) c/ Sal Pote 250g,TRUE
8.97,frios,Queijo Polenghi Muçarela (Mussarela) Light 144g,TRUE
8.47,frios,Empanado de Frango Nuggets Sadia Queijo 300g,TRUE
9.99,frios,Leite Fermentado Activia Morango 1kg,TRUE
5.97,frios,Prato Pronto Seara Menu Gourmet Penne ao Molho Parisiense 350g,TRUE
1.97,frios,Iogurte Grego Vigor Frutas Amarelas 100g,TRUE
12.47,frios,Requeijão Catupiry Tradicional Sachê 250g,TRUE
8.97,frios,Nata Tirol Pacote 400g,TRUE
7.97,frios,Capelete Mezzani Carne 400g,TRUE
15.47,frios,Escondidinho de Frango Sadia 600g,TRUE
2.29,frios,Patê Seara Presunto 100g,TRUE
9.97,frios,Pizza Seara 4 Queijos 460g,TRUE
7.99,frios,Ravioli Mezzani Parmesão 350g,TRUE
18.97,frios,Kit Feijoada Pamplona 600g,TRUE
8.97,frios,Queijo Polenghi Cheddar 144g,TRUE
9.27,frios,Salsicha Viena Perdigão 500g,TRUE
2.87,frios,Bebida Láctea Holandês Coco 900g,TRUE
8.49,frios,Patê de Atum Coqueiro Tradicional 170g,TRUE
11.79,frios,Prato Pronto Lasanha Seara 4 Queijos Congelada 600g,TRUE
10.47,frios,Iogurte Grego Nestlé Light 540g,TRUE
12.93,frios,Creme De Leite Verde Campo Tradicional 500g,TRUE
16.97,frios,Queijo Prato Sulfrios s/ Lactose Fatiado 350g,TRUE
18.79,frios,Queijo Cottage Verde Campo s/ Lactose 400g,TRUE
5.77,frios,Iogurte Tirol Abacaxi Kon Frutas 500g,TRUE
7.97,frios,Suco Natural One Maçã 900mL,TRUE
15.97,frios,Bebida Vegetal de Aveia Nesfit Original Integral 1l,TRUE
7.47,frios,Iogurte Tirol s/ Lactose Morango 830g,TRUE
15.97,frios,Lasanha Perdigão Bolonhesa 1kg,TRUE
4.87,frios,Queijo Polenghi Frescatino Light 130g,TRUE
4.97,frios,Queijo Prato Veneza Fatiado 150g,TRUE
3.27,frios,Iogurte Verde Campo s/ Lactose Banana/Maçã/Mamão 140g,TRUE
5.29,frios,Quiche Forno De Minas 125G Lorraine,TRUE
12.70,frios,Queijo Crioulo 200g Coalho Sanduiche,TRUE
4.59,frios,Queijo Polenghinho Tradicional Zero Lactose 68g,TRUE
5.97,frios,Prato Pronto Seara Menu Gourmet Fettucine Peru com Brócolis 350g,TRUE
6.27,frios,Iogurte Tirol Morango 830g,TRUE
4.97,frios,Mandioca (Aipim) Palito Lar Congelada 400g,TRUE
5.97,frios,Iogurte Batavo Pêssego 500g,TRUE
8.47,frios,Salsicha de Frango Seara 500g,TRUE
2.89,frios,Margarina Delícia Cremosa c/ Sal 250g,TRUE
9.97,frios,Requeijão Tirolez Tradicional Bisnaga 250g,TRUE
8.47,frios,Sobremesa Nestlé Chandelle Leve mais Pague menos 360g,TRUE
17.47,frios,Almôndega Bovina Seara Congelada 500g,TRUE
5.99,frios,Chantilly Fleischmann 200mL,TRUE
9.97,frios,Pizza Seara Frango c/ Catupiry 460g,TRUE
11.49,frios,Pizza Sadia Portuguesa 460g,TRUE
7.97,frios,Composto Alimentar Leco (Margarina/Manteiga) sem Sal Pote 200g,TRUE
3.67,frios,Flan Batavo Frutas Vermelhas 200g,TRUE
3.67,frios,Sobremesa Baravo Creamy Chocolate Branco 200g,TRUE
2.65,frios,Patê Oderich Carne 100g,TRUE
7.97,frios,Bebida Láctea Paulista Morango 850g,TRUE
6.49,frios,Waffle (Waffer) Forno de Minas Light 210g,TRUE
19.49,frios,Presunto Cru Tipo Espanhol Ceratti Fatiado 100g,TRUE
8.27,frios,Massa Para Macarrão La Nonna Fresca Sem Glúten 500g,TRUE
4.87,frios,Queijo Polenghi Frescatino Tradicional 130g,TRUE
1.95,frios,Leite Ferm.activia 100g Shot Tang/cenour,TRUE
4.79,frios,Mix Vegetais Lar 300g Congelado,TRUE
7.97,frios,Suco Suq 900ml Uva,TRUE
4.37,frios,Iog.corpus Polpa 120g Morango/baunilha,TRUE
8.19,frios,Lombo Suíno Defumado D'Italia Pedaço 200g,TRUE
3.97,frios,Mortadela Turma Mônica 400g Frango,TRUE
7.67,frios,Iogurte Vigor Vitamina de Frutas 900g,TRUE
6.97,frios,Iogurte Grego Vigor Frutas Vermelhas/Tradicional 540g,TRUE
9.99,frios,Lasanha Sadia Presunto e Queijo ao Molho Sugo 600g,TRUE
24.79,frios,Acai Whaka 1.02kg C/guarana,TRUE
2.93,frios,Iogurte Grego Yorgus 0% Gordura Morango Sem Lactose 130g,TRUE
3.15,frios,Pão Aminna Hambúrguer Sem Glúten 75g,TRUE
4.97,frios,Salsicha de Frango Copacol 600g,TRUE
19.47,frios,Almôndega Bovina Sadia Congelada 500g,TRUE
4.47,frios,Sanduíche Sadia Hot Pocket X-Frango Congelado 145g,TRUE
8.59,frios,Lasanha Sadia Bolonhesa 350g,TRUE
7.99,frios,Capelete Mezzani 4 Queijos 400g,TRUE
1.97,frios,Bebida Láctea Batavo Pense Zero Mamão 170g,TRUE
2.97,frios,Bebida Láctea Veneza Ameixa 900g,TRUE
4.97,frios,Mortadela Sadia de Frango 400g,TRUE
2.19,frios,Patê Excelsior Presunto 100g,TRUE
6.97,frios,Patê de Atum Gomes da Costa Tradicional 150g,TRUE
4.99,frios,Margarina Doriana s/ Sal 500g,TRUE
4.97,frios,Sanduiche Hot Hit Seara Bacon 145g,TRUE
4.97,frios,Sanduiche Hot Hit Seara Picanha 145g,TRUE
9.97,frios,Pizza Seara Portuguesa 460g,TRUE
5.77,frios,Iogurte Tirol Coco Kon Frutas 500g,TRUE
9.99,frios,Leite Fermentado Activia Ameixa 1000g,TRUE
5.29,frios,Quiche Forno De Minas 125G Integral,TRUE
5.97,frios,Petit Suisse Danone Danoninho Multi 320g,TRUE
5.97,frios,Iogurte Grego Batavo Tradicional 500g,TRUE
7.67,frios,Iogurte Vigor Frutas Vermelhas 900g,TRUE
2.47,frios,Iogurte Chamyto Pouch Morango 100g,TRUE
9.49,frios,Wrap Wrappy Veggie Congelado 150g,TRUE
1.57,frios,Bebida Láctea Frutirol Coco 170g,TRUE
1.79,frios,Iogurte Danone Natural 170g,TRUE
7.97,frios,Sobremesa Danone Danette Chocolate Branco Leve mais Pague menos 360g,TRUE
11.79,frios,"Lasanha Seara Presunto, Queijo e Tomate 600g",TRUE
2.37,frios,Iogurte Natural Vigor 3 Grãos Morangol 100g,TRUE
11.49,frios,Pao Queijo Mineirinho 400g Coquetel,TRUE
14.97,frios,Queijo Camembert Vermont 125g,TRUE
1.95,frios,Leite Ferm.activia 100g Shot Tradicional,TRUE
6.97,frios,Nata Veneza 300g,TRUE
4.87,frios,Petit Suisse Batavo Batavinho Morango 360g,TRUE
9.97,frios,Pizza Seara Integral Vegetariana 380g,TRUE
12.47,frios,Requeijão Catupiry Light Pouche 250g,TRUE
11.90,frios,Pão de Queijo Forno de Minas sem Glúten Congelado 240g,TRUE
5.97,frios,Iogurte Batavo Coco 500g,TRUE
7.97,frios,Pizza Seara Meia Lua 245g Calabresa,TRUE
5.97,frios,Pudim De Leite Batavo 200G,TRUE
7.97,frios,Requeijao Danubio 220g Tradicional,TRUE
2.67,frios,Iogurte Batavo Frutas Vermelhas Pedaços 170g,TRUE
9.93,frios,Leite Fermentado Danone Activia Mamão/Cereais/Aveia 800g,TRUE
4.37,frios,Creme Vegetal Becel c/ Sal 250g,TRUE
15.97,frios,Queijo Polenghi Camembert 125g,TRUE
2.65,frios,Patê Oderich Fígado 100g,TRUE
10.49,frios,Batata Palito McCain Congelada 720g,TRUE
2.97,frios,Bebida Láctea Veneza Pêssego 900g,TRUE
3.65,frios,Massa Para Pastel Pavioli Pequeno 200g,TRUE
13.97,frios,Iogurte Grego Danone Morango Light 800g,TRUE
5.17,frios,Bebida Láctea Frutirol Frutas e Cereais 830g,TRUE
6.79,frios,Petit Suisse Nestlé Chambinho Morango 320g,TRUE
5.97,frios,Sobremesa Nestlé Chandelle Chantilly Caramelo 200g,TRUE
12.97,frios,Pão de Alho Picante Santa Massa Refrigerada 400g,TRUE
7.97,frios,Suco Natural One Limão 900mL,TRUE
3.97,frios,"Bebida Vida Veg Coco, Banana Mamão e Maçã 170g",TRUE
9.99,frios,Lasanha Sadia Frango ao Molho Sugo 600g,TRUE
9.99,frios,Lasanha Sadia Calabresa 600g,TRUE
9.97,frios,Petit Suisse Danone Danoninho Morango e Banana 480g,TRUE
8.97,frios,Iogurte Nestlé Morango 900g,TRUE
2.47,frios,Iogurte Chamyto Pouch Vitamina de Frutas 100g,TRUE
16.97,frios,Queijo Parmesão Parmíssimo Ralado 150g,TRUE
7.99,frios,Ravioli Mezzani Azeitonas Pretas 350g,TRUE
2.87,frios,Iogurte Nestlé Ninho Soleil Morango 170g,TRUE
7.99,frios,Capelete Mezzani Frango 400g,TRUE
9.27,frios,Bebida Láctea Fermentada Batavo Pense Zero Batido 850g,TRUE
2.17,frios,Iogurte Natural Vigor Coalhada 170g,TRUE
2.17,frios,Iogurte Natural Nestlé Mel 170g,TRUE
2.19,frios,Patê Excelsior Frango 100g,TRUE
6.97,frios,Patê de Atum Gomes da Costa Defumado 150g,TRUE
12.97,frios,"Torta de Frango Sadia com Massa de Iogurte, Palmito, Milho e Requeijão 500g",TRUE
13.97,frios,Leite Fermentado Danone Activia Morango 800g,TRUE
4.37,frios,Creme Vegetal Becel Sabor Manteiga c/ Sal 250g,TRUE
2.29,frios,Patê Seara Frango com Ervas 100g,TRUE
2.17,frios,Iogurte Natural Vigor Mamão 170g,TRUE
9.97,frios,Iogurte Líquido Vigor Morango 1260g,TRUE
14.97,frios,Queijo Minas Tradicional Polenghi 400g,TRUE
10.47,frios,Iog.verde Campo 500g Whey 28g Morango,TRUE
6.97,frios,Requeijão Polenghi Cheddar 200g,TRUE
6.97,frios,Iogurte Danone Mix 540g,TRUE
2.79,frios,Creme Vegetal Cremosy 500g,TRUE
6.47,frios,Creme Vegetal Becel s/ Sal 500g,TRUE
7.39,frios,Queijo Parmesão Parmíssimo Light Ralado 50g,TRUE
2.19,frios,Patê Excelsior Peru Light 100g,TRUE
17.97,frios,Bacon Sadia Fatiado 250g,TRUE
6.75,frios,Folhado Forno de Minas Frango Contelado 240g,TRUE
1.97,frios,Iogurte Vigor Frutas Vermelhas 180g,TRUE
8.75,frios,Massa Pavioli 300g Pizza Frigideira,TRUE
9.27,frios,Salsicha de Frango Perdigão 500g,TRUE
5.97,frios,Margarina Qualy Sadia Aerada c/ Sal 500g,TRUE
12.97,frios,Manteiga Gran Mestri s/ Sal Lata 200g,TRUE
1.77,frios,Bebida Láctea Batavo Jabuticaba 180g,TRUE
7.97,frios,Suco Natural One Uva/Maçã 900mL,TRUE
5.89,frios,Salame Pamplona Milano Fatiado 100g,TRUE
21.90,frios,Creme Pomerode Parmesão/Gorgonzola 250g,TRUE
1.97,frios,Iogurte Grego Tirol Morango com Mirtilo 100g,TRUE
24.90,frios,Petit Gateau Mr. Bey Congelado 240g,TRUE
32.97,frios,Queijo Vida Leg Muçarela (Mussarela) de Castanha de Caju Vegano 300g,TRUE
10.79,frios,Pão Aminna Milho Sem Glúten 380g,TRUE
11.17,frios,Queijo Provolone Tirolez Pedaço 250g,TRUE
8.77,frios,Empanado de Frango Perdigão Congelado 700g,TRUE
8.77,frios,Iogurte Salubi Coco Integral 750g,TRUE
8.77,frios,Iogurte Salubi Morango Integral 750g,TRUE
5.97,frios,Iogurte Grego Yorgus 0% Gordura Desnatado com Mel 130g,TRUE
8.97,frios,Creme de Leite Holandês 400g,TRUE
16.97,frios,Lasanha Seara Bolonhesa 1kg,TRUE
8.47,frios,Sobremesa Nestlé Chandelle Chocolate Branco 180g,TRUE
6.97,frios,Nhoque de Batata Da Boa 500g,TRUE
2.47,frios,Iogurte Grego Danone Fundue de Morango c/ Chocolate 100g,TRUE
6.27,frios,Iogurte Tirol Frutas Vermelhas 830g,TRUE
13.97,frios,Escondidinho de Carne Seara 600g,TRUE
9.27,frios,Nata Verde Campo Light s/ Lactose 200g,TRUE
2.97,frios,Bebida Láctea Veneza Coco 900g,TRUE
6.97,frios,Patê de Atum Gomes da Costa Light 150g,TRUE
4.37,frios,Creme Vegetal Becel s/ Sal 250g,TRUE
8.97,frios,Queijo Polenghi Cheddar Light 144g,TRUE
3.97,frios,Margarina Claybon s/ Sal 500g,TRUE
14.29,frios,Leite Fermentado Danone Actimel Original 600g,TRUE
2.29,frios,Patê Seara Frango 100g,TRUE
9.97,frios,Pizza Seara Muçarela (Mussarela) 440g,TRUE
10.97,frios,Nhoque de Batata Mezzani Requeijão 400g,TRUE
10.49,frios,Açaí Frooty Granola Natural 200g,TRUE
14.97,frios,Composto Alimentar Vigor Mix (Margarina/Manteiga) c/ Sal Pote 500g,TRUE
5.77,frios,Iogurte Tirol Pêssego Kon Frutas 500g,TRUE
2.77,frios,Iogurte Salubi de Morango 170G,TRUE
1.95,frios,Leite Ferm.activia 100g Shot Framb/hib,TRUE
5.69,frios,Banha de Porco Frimesa Ptp 450g,TRUE
9.99,frios,Iog.corpus Liquido 850g Morango,TRUE
7.47,frios,Iogurte Verde Campo Natural Whey Baunilha s/ Lactose 250g (14g de proteínas),TRUE
9.99,frios,Lasanha Perdigão Bolonhesa 600g,TRUE
5.27,frios,Iogurte Ninho Polpa 540g Nestle,TRUE
6.97,frios,Leite Fermentado Batavo 850g,TRUE
10.47,frios,Iog.verde Campo 500g Whey 28g Cook/cream,TRUE
6.97,frios,Leite Fermentado Vigor 900g,TRUE
7.97,frios,Requeijao Catupiry Ervas Finas 180g,TRUE
4.47,frios,Leite Ferm.activia 120g Abac/coco Pedaco,TRUE
9.99,frios,Lasanha Perdigão Frango com Bacon 600g,TRUE
5.97,frios,Prato Pronto Perdigão Fettucine à Bolonhesa 300g,TRUE
5.97,frios,Prato Pronto Perdigão Fettucine com Peru e Brócolis 300g,TRUE
12.97,frios,Torta De Frango c/ Catupiry Sadia 500g,TRUE
11.49,frios,Hambúrguer de Soja Mania Orégano 336g,TRUE
8.97,frios,Queijo Polenghi Prato 144g,TRUE
5.49,frios,Cobertura Chantily Dr. Oetker 200mL,TRUE
5.67,frios,Margarina Doriana Light c/ Sal 500g,TRUE
2.79,frios,Margarina Doriana s/ Sal 250g,TRUE
2.65,frios,Patê Oderich Presunto 100g,TRUE
18.97,frios,Hambúrguer Bovino Sadia Congelado 672g,TRUE
8.49,frios,Patê de Atum Coqueiro Azeitonas Verdes 170g,TRUE
2.19,frios,Patê Excelsior Fígado 100g,TRUE
2.19,frios,Patê Excelsior Bacon 100g,TRUE
13.47,frios,Linguiça Tipo Portuguesa Perdigão 400g,TRUE
1.93,padaria,Pão Francês 180g (3 unidades),TRUE
3.99,padaria,Pão Wickbold Forma Tradicional 500g,TRUE
6.39,padaria,Pão Seven Boys Bisnaga (Bisnaguinha) Tradicional 300g,TRUE
6.39,padaria,Pão Seven Boys Manteiga 500g,TRUE
6.39,padaria,Pão Seven Boys Leite 500g,TRUE
0.99,padaria,Bolinho Ana Maria Cenoura e Chocolate 40g,TRUE
5.99,padaria,Pão Pullman Artesano 500g,TRUE
3.99,padaria,Pão Wickbold Bisnaga Scooby Doo 300g,TRUE
5.39,padaria,Pão Thabrulai Sanduíche 400g,TRUE
4.99,padaria,Pão Pullman Tradicional 500g,TRUE
4.99,padaria,Rosquinha de Polvilho Sabor tradicional 60g,TRUE
09.09,padaria,Pão Wickbold Grão Sabor Castanha e Quinoa 500g,TRUE
12.97,padaria,Pão de Alho Tradicional Santa Massa Congelado 400g,TRUE
1.29,padaria,Bolinho Bauducco Duo Chocolate 27g,TRUE
7.29,padaria,Pão Thabrulai Integral 500g,TRUE
5.79,padaria,Pão Wickbold Hambúrguer Com Gergelim 200g,TRUE
5.69,padaria,Pão Da Márcia Mandioca (Aipim) 600g,TRUE
3.99,padaria,Farinha de Rosca Pullman 500g,TRUE
0.99,padaria,Bolinho Casa Suíça Turma da Mônica Gotas de Chocolate 40g,TRUE
4.89,padaria,Pao Visconti 400g Tradicional,TRUE
4.69,padaria,Massa Para Pizza La Nonna 180g,TRUE
4.98,padaria,Pao Visconti 400g Integral,TRUE
0.99,padaria,Bolinho Casa Suíça Turma da Mônica Baunilha 40g,TRUE
2.59,padaria,Bolinho Casa Suíça Zero Chocolate 35g,TRUE
8.19,padaria,Pão Wickbold Grão Sabor 100% Integral 400g,TRUE
9.39,padaria,Pão Nutrella Supreme 100% Integral 680g,TRUE
6.98,padaria,Massa para Wrap Pullman Rap10 Integral 330g,TRUE
8.34,padaria,Pão De Queijo Serra Da Canastra 200g,TRUE
3.38,padaria,Pão Francês Com Gergelim 180g (3 unidades),TRUE
0.99,padaria,Bolinho Casa Suíça Turma da Mônica Chocolate 40g,TRUE
1.29,padaria,Bolinho Bauducco Gotas de Chocolate 40g,TRUE
4.99,padaria,Pão Pullman Bisnaga Bisnaguito 300g,TRUE
5.69,padaria,Pão Da Márcia Batata 600g,TRUE
0.99,padaria,Bolinho Ana Maria Duplo Chocolate 40g,TRUE
09.09,padaria,Pão Wickbold Grão Sabor Integral Frutas 500g,TRUE
9.99,padaria,Pão Seven Boys Castanha e Nozes 500g,TRUE
7.29,padaria,Pão Seven Boys Lev Semi-Integral 450g,TRUE
6.70,padaria,Bolo Casa Suíça Café da Manhã Mesclado 250g,TRUE
9.98,padaria,Biscoito Sobela Caseiro Pão de Mel com Chocolate 500g,TRUE
3.73,padaria,Farinha De Rosca 400g,TRUE
8.39,padaria,Pão Nutrella 7 Grãos 400g,TRUE
6.70,padaria,Bolo Casa Suíça Café da Manhã Laranja 250g,TRUE
8.19,padaria,Pão Wickbold Grão Sabor 100% Integral Freekeh e Noz-Pecã 400g,TRUE
11.95,padaria,Bolo Nega Maluca 450g,TRUE
0.70,padaria,Bolinho Seven Boys Laranja 35g,TRUE
5.69,padaria,Pão Da Márcia Milho 600g,TRUE
04.09,padaria,Massa Para Pizza Pavioli Sottile 150g,TRUE
9.89,padaria,Pão Wickbold Sírio Integral 320g,TRUE
6.99,padaria,Pão Wickbold Integral 550g,TRUE
4.60,padaria,Pão Francês Folhado 180g (3 unidades),TRUE
7.23,padaria,Bolo Mesclado 300g,TRUE
7.23,padaria,Pão Rústico Italiano Bistek 300g,TRUE
9.69,padaria,Pão Wickbold Grão Sabor Castanha do Pará e Quinoa 400g,TRUE
3.99,padaria,Pao The Old Baker 450g Sanduiche,TRUE
1.29,padaria,Bolinho Bauducco Baunilha e Chocolate 40g,TRUE
8.19,padaria,Pão Wickbold Grão Sabor 100% Integral Girassol e Castanha 300g,TRUE
0.70,padaria,Bolinho Seven Boys Chocolate 35g,TRUE
6.70,padaria,Bolo Casa Suíça Café da Manhã Chocolate 250g,TRUE
6.39,padaria,Pão Wickbold Bisnaga Scooby Doo Integral 300g,TRUE
5.79,padaria,Pão Wickbold Hambúrguer Tradicional 200g,TRUE
09.09,padaria,Pão Wickbold Grão Sabor 18 Grãos 500g,TRUE
14.99,padaria,Pão Wickbold Grãos Sem Glúten 300g,TRUE
4.89,padaria,Pão 2 de Setembro Mandioca (Aipim) 500g,TRUE
5.95,padaria,Mistura para Pão de Queijo Yoki 250g,TRUE
7.79,padaria,Pão Seven Boys 7 Grãos 350g,TRUE
8.89,padaria,Pão Wickbold Sírio Extra Fino 320g,TRUE
7.23,padaria,Bolo Formigueiro 300g,TRUE
6.36,padaria,Rosquinha De Polvilho 200g,TRUE
6.12,padaria,Pão Hot Dog 400g,TRUE
6.70,padaria,Bolo Casa Suíça Café da Manhã Gotas de Chocolate 250g,TRUE
14.99,padaria,Pão Wickbold Tradicional Sem Glúten 300g,TRUE
1.49,padaria,Bolinho Ana Maria Com Cobertura 45g,TRUE
7.79,padaria,Pão Wickbold Estar Leve Iogurte com Cenoura 370g,TRUE
8.19,padaria,Pão Wickbold Grão Sabor Integral 500g,TRUE
6.29,padaria,Pão Seven Boys Forma 500g,TRUE
